spice ID,入力文,低確信度,判定,回答候補,備考,intents,応答文,確信度,日付,フィルタ用日付
8245182,だから確認出来ないです。何なんですか？,0,NG,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.319362259,2017/10/3 0:18,2017年10月3日火曜日
509518723,いやそれいらんくて、当選の話,0,NG,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.550678611,2017/10/3 13:37,2017年10月3日火曜日
8003910,F1の抽選結果はいつですか？,0,OK,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.930950642,2017/10/3 11:35,2017年10月3日火曜日
508313096,7limited当選のお知らせ,0,OK,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.432824755,2017/10/3 4:40,2017年10月3日火曜日
513136333,＜衆院選＞新党は「立憲民主党」　枝野氏が会見で発表 http://topics.smt.docomo.ne.jp/article/mainichi/politics/mainichi-20171003k0000m010002000c?utm_source=dmg&utm_medium=4,0,対応不要会話,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.36191237,2017/10/3 12:47,2017年10月3日火曜日
11738552,?当選のお知らせ? おめでとうございます！ 先日ご応募いただきました「限定7色　IQOSホルダー購入キャンペーン」に当選されましたのでお知らせいたします！  最終的な確認のため、下記よりご購入希望のカラーを選択の上送信してください。後日購入用のURLが配信されます（10/12予定）。  カラーの確認はこちらから?? https://line.iqosphere.jp/survey/7l/entry  ※確認期限 2017/10/5(木) 23:59まで,0,NG,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.802623749,2017/10/3 9:03,2017年10月3日火曜日
509027490,?当選のお知らせ? おめでとうございます！ 先日ご応募いただきました「限定7色　IQOSホルダー購入キャンペーン」に当選されましたのでお知らせいたします！  最終的な確認のため、下記よりご購入希望のカラーを選択の上送信してください。後日購入用のURLが配信されます（10/12予定）。  カラーの確認はこちらから?? https://line.iqosphere.jp/survey/7l/entry  ※確認期限 2017/10/5(木) 23:59まで,0,NG,,,97,抽選結果、気になりますよね。私も皆さんの抽選結果、気になります??<br><br>応募は毎日殺到していますが、当選された方からはうれしい声が届いています！<br>（もっと多くの皆さんに当たりますように??）<br><br>応募した賞品の当選結果を確認するにはこちらから！<br>▼賞品（PRIZE）<br>その場で抽選結果が分かります。PRIZE履歴でもチェック可能！（ログインが必要です）<br>https://iqosphere.jp/myaccount/apply-history<br><br>▼REMIX<br>当選された方のみにメールでお知らせします。<br><br>※ 当選された場合、当選日から3週間以内に配送先の住所の確定（登録完了）が必要です。完了しなかった場合には、当選権利は失効となりますので、ご注意ください。<br><br>▼7 LIMITED HOLDERS<br>当選された方のみにLINEでお知らせしています。,0.802623749,2017/10/3 17:32,2017年10月3日火曜日
513953687,壊れたらどうしたらいいの,1,NG,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.295429957,2017/10/3 22:17,2017年10月3日火曜日
512876997,パワーアップしたんじゃないのかな？,0,OK,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.823119259,2017/10/3 13:59,2017年10月3日火曜日
513944146,どう？,0,NG,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.315930665,2017/10/3 9:56,2017年10月3日火曜日
513944469,しましょ,0,NG,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.354210925,2017/10/3 22:22,2017年10月3日火曜日
12206156,この画面の話だ、当たったのか、からかってるのかはっきりさせろ！,0,NG,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.523670602,2017/10/3 0:13,2017年10月3日火曜日
513633801,お話しする,0,OK,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.86567359,2017/10/3 16:19,2017年10月3日火曜日
11182601,あそぼ,1,対応不要会話,,,96,メッセージいただき、ありがとうございます。<br>いただきました内容について、今は答えを持ち合わせておりません。。。<br>もっと学習していきますので、また話しかけていただけるとうれしいです♪,0.075198157,2017/10/3 11:21,2017年10月3日火曜日
513590218,アイコスって 話せるんだ,0,OK,,,96,パワーアップしたのですが、、まだまだ勉強中で答えられないこともあるかもしれませんが、ちょっと話しかけてみてください??<br><br>頑張って学習するので、見守っていただけると嬉しいです??,0.34143424,2017/10/3 20:08,2017年10月3日火曜日
513930947,奈良市,1,OK,,,95,"IQOSを使用できるお店やスポットをお探しですか？<br><br>IQOSが使えるオススメのお店は、メニューの「IQOS SPOTを探す」から簡単に探せますよ?<br><br>IQOS SPOTは現在、約4,000件??今年はもっと増やします！汗",0.261593956,2017/10/3 0:13,2017年10月3日火曜日
513334727,東京,1,OK,,,95,"IQOSを使用できるお店やスポットをお探しですか？<br><br>IQOSが使えるオススメのお店は、メニューの「IQOS SPOTを探す」から簡単に探せますよ?<br><br>IQOS SPOTは現在、約4,000件??今年はもっと増やします！汗",0.292623901,2017/10/3 5:19,2017年10月3日火曜日
511602204,大坂府大坂市北区西天満,0,OK,,,95,"IQOSを使用できるお店やスポットをお探しですか？<br><br>IQOSが使えるオススメのお店は、メニューの「IQOS SPOTを探す」から簡単に探せますよ?<br><br>IQOS SPOTは現在、約4,000件??今年はもっと増やします！汗",0.302753854,2017/10/3 2:31,2017年10月3日火曜日
511602204,大坂市北区西天満,0,OK,,,95,"IQOSを使用できるお店やスポットをお探しですか？<br><br>IQOSが使えるオススメのお店は、メニューの「IQOS SPOTを探す」から簡単に探せますよ?<br><br>IQOS SPOTは現在、約4,000件??今年はもっと増やします！汗",0.302753854,2017/10/3 3:24,2017年10月3日火曜日
513609174,先ほど、スチィックの交換を依頼しましたが、届け先の住所と日にちと時間を変更したいんですけど,0,NG,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.997832632,2017/10/3 13:18,2017年10月3日火曜日
513238226,住所変更,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 10:21,2017年10月3日火曜日
3829009,交換先の住所の部屋番号を入れ忘れた,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.959656,2017/10/3 15:29,2017年10月3日火曜日
4231945,マイデバイス,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.574486494,2017/10/3 14:47,2017年10月3日火曜日
513951932,マイアカウント ,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 20:23,2017年10月3日火曜日
509807672,マイアカウント,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 9:34,2017年10月3日火曜日
513871576,マイアカウント,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 19:09,2017年10月3日火曜日
513943295,マイアカウント,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 23:09,2017年10月3日火曜日
513954626,マイアカウト,1,OK,,,94,メッセージいただき、ありがとうございます。<br>いただきました内容について、今は答えを持ち合わせておりません。。。<br>もっと学習していきますので、また話しかけていただけるとうれしいです♪,0.13284483,2017/10/3 23:21,2017年10月3日火曜日
508711826,マイアイコス,0,OK,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.544693232,2017/10/3 7:09,2017年10月3日火曜日
8356817,ページが開けません,0,NG,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.374173558,2017/10/3 18:27,2017年10月3日火曜日
513946414,3000円オフ,1,NG,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.270623559,2017/10/3 13:09,2017年10月3日火曜日
513950272,3000円オフ,1,NG,,,94,「会員情報/My Account」についてお困りでしょうか？<br><br>「マイアカウント」では、お客様の登録情報の確認と変更、メール配信の設定が可能です。<br>なお、メールアドレスを変更されてもログインIDは変更されませんので、ログインの際はご注意下さい。<br>https://www.iqos.jp/my-iqos（ログインが必要です）<br><br>その他の問い合わせはカスタマーセンターまで、ご連絡をお願いいたします。<br>▼chatでのお問合せ<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.270623559,2017/10/3 18:27,2017年10月3日火曜日
513949043,登録出来ないのですが？,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.782473612,2017/10/3 16:54,2017年10月3日火曜日
2974033,登録出来ない,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.588094306,2017/10/3 7:11,2017年10月3日火曜日
513951400,登録出来ない,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.588094306,2017/10/3 20:10,2017年10月3日火曜日
11785494,登録できてないんですが？,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.492446589,2017/10/3 9:30,2017年10月3日火曜日
513944172,登録させてあげてください,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.500220776,2017/10/3 10:53,2017年10月3日火曜日
513950894,製品登録出来ません,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,1,2017/10/3 23:06,2017年10月3日火曜日
8460941,製品登録出来ない,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.849671221,2017/10/3 18:58,2017年10月3日火曜日
511532398,製品登録できない,0,OK,,,93,「製品登録」についてお困りでしょうか？<br><br>ご迷惑をおかけしており、申し訳ありません。<br>製品登録ができない、シリアルコードが登録できないなどの場合は、お手数ですが以下のリンクからカスタマーセンターへお問い合わせをお願いします。<br><br>▼chatでのお問合せ「製品登録できない」と入力してください<br>https://line.iqosphere.jp/sso/cc/chatbot-link-cc,0.889822626,2017/10/3 19:47,2017年10月3日火曜日
