spice id,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
512167125,M,46,4,13,2017/8/2 21:31,6,もっと安定したヒート作れ,対応不要会話,2018/7/3 22:01,22,,,User support,0,紛失,カスタマーセンター、をお探しでしょうか？お問い合わせは、以下URLのチャット（自動応答）にてお願いいたしますhttps://goo.gl/gBa3DW私が回答できるかもしれませんので、よろしければ、ここで引き続き話しかけてみてくださいね,2018/7/3 22:01
516043524,M,21,2,1,2018/6/22 12:40,1,なくした,OK,2018/7/3 22:02,22,,,User support,0,紛失,カスタマーセンター、をお探しでしょうか？お問い合わせは、以下URLのチャット（自動応答）にてお願いいたしますhttps://goo.gl/gBa3DW私が回答できるかもしれませんので、よろしければ、ここで引き続き話しかけてみてくださいね,2018/7/3 22:02
4836944,M,66,1,34,2017/9/20 21:23,6,注文履歴を確認したい,OK,2018/7/2 22:56,22,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/2 22:56
4836944,M,66,1,34,2017/9/20 21:23,6,注文履歴を確認,OK,2018/7/3 21:42,21,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/3 21:42
4730293,M,25,23,34,2018/1/30 14:59,6,注文履歴,インナーテスト,2018/7/2 20:23,20,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/2 20:23
514712068,F,37,3,7,2017/12/15 21:41,6,注文履歴,OK,2018/7/3 17:32,17,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/3 17:32
3446280,M,42,1,157,2017/10/8 13:24,6,注文履歴,OK,2018/7/3 20:16,20,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/3 20:16
514712068,F,37,3,7,2017/12/15 21:41,6,注文番号,OK,2018/7/3 12:48,12,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/3 12:48
514712068,F,37,3,7,2017/12/15 21:41,6,注文番号,OK,2018/7/3 17:28,17,,,,0,注文履歴,注文履歴について、ですね？IQOSオンラインストアにてご注文いただいた商品は、以下よりご確認頂けます。（ログインが必要です）https://goo.gl/9tzMbR,2018/7/3 17:28
4730293,M,25,19,34,2018/1/30 14:59,6,登録削除,インナーテスト,2018/7/3 12:44,12,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/3 12:44
10784452,M,21,2,22,2018/1/28 15:06,6,製品登録解除の仕方,NG,2018/7/4 0:22,0,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/4 0:22
6195588,F,31,3,31,2018/7/2 13:14,1,製品登録解除,NG,2018/7/2 13:24,13,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/2 13:24
10784452,M,21,2,22,2018/1/28 15:06,6,製品登録解除,NG,2018/7/4 0:21,0,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/4 0:21
516085206,M,30,1,1,2018/7/1 23:34,1,会員登録を解除するには,OK,2018/7/2 0:08,0,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/2 0:08
4730293,M,25,19,34,2018/1/30 14:59,6,デバイス登録の解除,インナーテスト,2018/7/3 12:50,12,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/3 12:50
9727776,M,50,2,24,2017/6/15 12:53,6,デバイス削除,NG,2018/7/3 19:57,19,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/3 19:58
10544702,F,56,1,22,2017/6/8 23:15,6,デバイス削除,NG,2018/7/4 15:08,15,,,User support,0,退会,退会について、アカウントの削除を希望する際は下記にご連絡ください。※メニューの「マイサポート」から「チャットで解決」にご連絡をお願いします。,2018/7/4 15:08
8215430,M,48,1,27,2017/12/19 9:20,6,【送料無料】アイ・オー・データ機器 USB3.0/2.0対応 外付ハードディスク 3TB ブラック　EX-HD3CZ[楽天] #Rakutenichibahttps://item.rakuten.co.jp/nttxstore/qzx0014675/,広告,2018/7/3 13:35,13,,,,0,送料について,IQOSオンラインストアの送料について、ですね？送料は一律540円ですが、長期不在等でお受け取りいただけなかった場合、発送センターへの送料は地域により異なりますので、詳しくは以下URLよりご確認下さいhttps://goo.gl/iiqiih,2018/7/3 13:35
508827102,F,23,4,17,2017/12/17 21:23,6,ホルダー暑い,対応不要会話,2018/7/2 16:11,16,,,,0,暑い,暑くなりましたねお天気が良いとお出かけしたい気分ですね。IQOSが使える場所は、メニューの「My IQOS Life (育成ゲーム)」にて、ナビゲーターを育てながら楽しく探すことができます外にお出かけの際は、IQOSが使える場所も探しに出かけてみてはいかがでしょう♪また、60度以上の暑い場所をIQOSは苦手とします（故障の原因となることもあります）車内への置き忘れ等ご注意ください,2018/7/2 16:11
516088055,M,20,3,1,2018/7/2 23:00,1,かいいんとう,対応不要会話,2018/7/2 23:11,23,,,,0,春,春ですね 暖かく過ごしやすくなってきたから、お出かけしたい気分ですね。IQOSが使える場所は、メニューの「IQOS SPOTを探す」にてご案内しています外にお出かけの際は、IQOSが使える場所も探しに出かけてみてはいかがでしょう♪,2018/7/2 23:11
9508454,M,50,1,25,2017/6/12 17:02,6,ヒートスティックを取り付ける時に硬い,対応不要会話,2018/7/2 16:44,16,,,Claims,0,固い,故障について、ですね？大変、ご迷惑をおかけしております。お手数ですが、まずは、オンラインでの故障診断をお願いします。▼IQOSの故障/不具合については、オンライン診断から交換もできますよ。https://line.iqosphere.jp/sso/iqosjp?to=index.php%3Fdispatch%3Dmydevices.list▼診断がうまくいかない場合は、こちらからお問合せできます。https://line.iqosphere.jp/sso/iqosjp?to=contact-us.html,2018/7/2 16:44
516087222,M,27,1,1,2018/7/3 18:29,1,吸い終わり目安,OK,2018/7/3 19:14,19,,,,0,吸い終わり,吸い終わりについて、ですね？IQOSは1本あたり約6分間、または14回吸い込むまでお楽しみいただけます以下合図の後、残り30秒、または2回吸い込むまで楽しむことができ、その後自動的に電源オフになります。IQOS2.4：オレンジ色のライトが点灯IQOS2.4+：白色のライトが点滅し、バイブレーターが動作また、故障の原因となりますので、たばこスティックはキャップをスライドしてから、まっすぐに取り出してくださいね吸い終えたたばこスティックは、通常のゴミと同じように廃棄してください。IQOS専用のトレイもありますので是非使ってみてくださいね,2018/7/3 19:14
515511329,F,43,42,4,2018/4/3 10:40,4,吸い終わり,インナーテスト,2018/7/2 20:09,20,,,,0,吸い終わり,吸い終わりについて、ですね？IQOSは1本あたり約6分間、または14回吸い込むまでお楽しみいただけます以下合図の後、残り30秒、または2回吸い込むまで楽しむことができ、その後自動的に電源オフになります。IQOS2.4：オレンジ色のライトが点灯IQOS2.4+：白色のライトが点滅し、バイブレーターが動作また、故障の原因となりますので、たばこスティックはキャップをスライドしてから、まっすぐに取り出してくださいね吸い終えたたばこスティックは、通常のゴミと同じように廃棄してください。IQOS専用のトレイもありますので是非使ってみてくださいね,2018/7/2 20:09
4730293,M,25,23,34,2018/1/30 14:59,6,吸い終わり,インナーテスト,2018/7/2 20:24,20,,,,0,吸い終わり,吸い終わりについて、ですね？IQOSは1本あたり約6分間、または14回吸い込むまでお楽しみいただけます以下合図の後、残り30秒、または2回吸い込むまで楽しむことができ、その後自動的に電源オフになります。IQOS2.4：オレンジ色のライトが点灯IQOS2.4+：白色のライトが点滅し、バイブレーターが動作また、故障の原因となりますので、たばこスティックはキャップをスライドしてから、まっすぐに取り出してくださいね吸い終えたたばこスティックは、通常のゴミと同じように廃棄してください。IQOS専用のトレイもありますので是非使ってみてくださいね,2018/7/2 20:24
515511329,F,43,42,4,2018/4/3 10:40,4,本体はいくら,インナーテスト,2018/7/2 15:28,15,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪（ログインが必要です）https://goo.gl/yKx3ss",2018/7/2 15:28
512406493,M,27,1,12,2017/9/1 10:13,6,今のiqosの値段,OK,2018/7/3 17:58,17,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/3 17:58
516094282,F,46,6,1,2018/7/4 10:31,1,金額も7980円でしょうか？,OK,2018/7/4 10:33,10,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/4 10:33
515511329,F,43,42,4,2018/4/3 10:40,4,価格,インナーテスト,2018/7/2 20:11,20,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/2 20:11
4730293,M,25,23,34,2018/1/30 14:59,6,価格,インナーテスト,2018/7/2 20:26,20,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/2 20:27
513959742,F,43,1,10,2017/10/4 11:52,6,ホルダーの値段,OK,2018/7/4 20:00,20,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/4 20:00
8443119,M,54,1,27,2017/6/14 19:34,6,ホルダー 価格,OK,2018/7/3 0:07,0,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/3 0:07
509247441,F,35,4,16,2017/9/16 13:57,6,IQOS本体,OK,2018/7/4 13:59,13,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/4 13:59
10306822,M,28,4,23,2017/6/9 17:55,6,モンストでマルチしない？「毎日がカネ曜日！（中級）」https://static.monster-strike.com/line/?pass_code=ODQ3OTQ1NjI1↑このURLをタップすると、タップした人達同士で一緒にマルチプレイができるよ！https://static.monster-strike.com/i/?i=847945625&k=763&p=27&f=line↑モンストをまだ始めていなかったらこのURLからインストールしてね！,広告,2018/7/2 4:54,4,,,,0,何曜日,今日は月曜日です！,2018/7/2 4:54
9328307,M,40,3,25,2017/7/10 21:07,6,モンストでマルチしない？「毎日がカネ曜日！（上級）」https://static.monster-strike.com/line/?pass_code=OTQwNzM4NDg2↑このURLをタップすると、タップした人達同士で一緒にマルチプレイができるよ！https://static.monster-strike.com/i/?i=940738486&k=610&p=27&f=line↑モンストをまだ始めていなかったらこのURLからインストールしてね！,広告,2018/7/4 19:07,19,,,,0,何曜日,今日は水曜日です！,2018/7/4 19:07
10306822,M,28,4,23,2017/6/9 17:55,6,モンストでマルチしない？「毎日がカネ曜日！（上級）」https://static.monster-strike.com/line/?pass_code=ODQ3OTQ1NjI1↑このURLをタップすると、タップした人達同士で一緒にマルチプレイができるよ！https://static.monster-strike.com/i/?i=847945625&k=763&p=27&f=line↑モンストをまだ始めていなかったらこのURLからインストールしてね！,広告,2018/7/2 4:48,4,,,,0,何曜日,今日は月曜日です！,2018/7/2 4:48
515309918,F,61,1,4,2018/3/11 14:30,4,保育士不足 204園定員減らす 2018年7月2日 https://news.yahoo.co.jp/pickup/6288349,広告,2018/7/2 5:53,5,,,Natural Conversations,0,何日,今日は07月02日です,2018/7/2 5:53
10100898,F,25,3,23,2017/12/17 0:43,6,買った日付がわからない,対応不要会話,2018/7/4 19:00,19,,,Natural Conversations,0,何日,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/4 19:00
516085708,M,32,4,1,2018/7/2 5:41,1,配送日,対応不要会話,2018/7/3 14:23,14,,,Natural Conversations,0,何日,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/3 14:23
511573256,M,42,1,14,2017/6/30 7:09,6,日付選択に戻る,OK,2018/7/3 9:57,9,,,Natural Conversations,1,何日,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/3 9:57
513597484,M,33,2,10,2017/9/7 22:21,6,速報 スウェーデンvs.スイス 2018年7月3日 https://news.yahoo.co.jp/pickup/6288613,広告,2018/7/3 23:57,23,,,Natural Conversations,0,何日,今日は07月03日です,2018/7/3 23:57
513597484,M,33,2,10,2017/9/7 22:21,6,速報 スウェーデンvs.スイス 2018年7月3日 https://news.yahoo.co.jp/pickup/6288613,広告,2018/7/3 23:57,23,,,Natural Conversations,0,何日,今日は07月03日です,2018/7/3 23:57
4275183,M,27,6,64,2017/10/15 17:22,6,ブラウンの発売日は？,OK,2018/7/2 18:43,18,,,Natural Conversations,0,何日,大人気のレギュラーには、5つの味わいがあります・レギュラー・バランスド レギュラー・スムース レギュラー・ブラウンのレギュラー（ブレンド26）・オレンジのレギュラー（ブレンド05）IQOSのたばこスティックは、ただのたばこではありません。最高品質のたばこ葉の味わいを最大に引き出すための温度と伝導率を考慮して圧縮していますブラウン及びオレンジのレギュラーに関しては、全国のIQOSストア、IQOSオンラインショップにて購入可能です♪是非お気に入りの味わいを探してみてくださいね,2018/7/2 18:43
7701126,F,40,1,29,2017/11/2 20:27,6,From: IQOSチーム <info@mail.iqos.jp>日付: 2018年06月28日 15:53件名: 【全国発売】イエローメンソール、店頭発売開始！To: 宮本 裕美 <w-jim.1999@ezweb.ne.jp>,対応不要会話,2018/7/3 12:44,12,,,Natural Conversations,0,何日,IQOS専用のたばこスティックの新フレーバーについて、ですね？IQOSでは、爽快な味わいのイエローメンソールが新登場！是非新たな味わいをお試しください,2018/7/3 12:44
516090200,M,64,2,1,2018/7/3 12:27,1,7/4日,対応不要会話,2018/7/4 5:20,5,,,Natural Conversations,0,何日,今日は07月04日です,2018/7/4 5:20
516027220,M,42,1,1,2018/6/18 17:43,1,30日チャレンジ,OK,2018/7/4 16:25,16,,,Natural Conversations,0,何日,IQOSへようこそ！火を使わないから、灰が出ない。たばこのニオイもない。IQOSについて知って頂くために、皆さまに6つの情報を配信します。ぜひ受け取って、新しいたばこライフを始めてみてください。お客様の率直なご意見もお待ちしております。,2018/7/4 16:25
514684793,M,20,2,7,2018/7/2 4:37,1,マイコス,OK,2018/7/2 4:40,4,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/2 4:40
4873039,M,23,3,33,2018/7/2 16:25,1,マイコス,OK,2018/7/2 16:26,16,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/2 16:26
9775063,M,49,2,24,2017/6/13 3:16,6,マイコス,OK,2018/7/3 13:39,13,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/3 13:39
9775063,M,49,2,24,2017/6/13 3:16,6,マイコス,OK,2018/7/3 13:39,13,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/3 13:39
9614478,M,29,2,25,2018/7/3 20:32,1,マイコス,OK,2018/7/3 20:36,20,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/3 20:36
7516956,F,36,1,30,2017/6/11 22:13,6,マイコス,OK,2018/7/3 20:52,20,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/3 20:52
7702987,M,44,2,29,2018/7/3 23:01,1,マイコス,OK,2018/7/3 23:03,23,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/3 23:03
10641548,M,37,2,22,2017/11/15 7:35,6,マイコス,OK,2018/7/4 7:37,7,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/4 7:37
508694814,M,64,1,17,2018/7/4 12:09,1,マイコス,OK,2018/7/4 12:10,12,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/4 12:10
